season,gameId,team,playerId,playerPosition,period,startTimeSeconds,endTimeSeconds,startGameTimeSeconds,endGameTimeSeconds
2024,2024020057,home,8476891,D,2,1008,1073,2208,2273
2024,2024020057,home,8476891,D,2,1180,1200,2380,2400
2024,2024020057,home,8476891,D,3,0,39,2400,2439
2024,2024020057,home,8476891,D,3,123,188,2523,2588
2024,2024020057,home,8476891,D,3,252,325,2652,2725
2024,2024020057,home,8476891,D,3,400,433,2800,2833
2024,2024020057,home,8476891,D,3,594,616,2994,3016
2024,2024020057,home,8476891,D,3,725,796,3125,3196
2024,2024020057,home,8476891,D,3,870,910,3270,3310
2024,2024020057,home,8476891,D,3,1002,1018,3402,3418
2024,2024020057,home,8476891,D,3,1069,1154,3469,3554
2024,2024020057,away,8477365,D,1,0,19,0,19
2024,2024020057,away,8477365,D,1,97,149,97,149
2024,2024020057,away,8477365,D,1,284,305,284,305
2024,2024020057,away,8477365,D,1,421,480,421,480
2024,2024020057,away,8477365,D,1,600,639,600,639
2024,2024020057,away,8477365,D,1,775,823,775,823
2024,2024020057,away,8477365,D,1,1018,1094,1018,1094
2024,2024020057,away,8477365,D,2,0,38,1200,1238
2024,2024020057,away,8477365,D,2,214,268,1414,1468
2024,2024020057,away,8477365,D,2,354,403,1554,1603
2024,2024020057,away,8477365,D,2,581,638,1781,1838
2024,2024020057,away,8477365,D,2,889,920,2089,2120
2024,2024020057,away,8477365,D,2,1073,1158,2273,2358
2024,2024020057,away,8477365,D,3,66,83,2466,2483
2024,2024020057,away,8477365,D,3,90,129,2490,2529
2024,2024020057,away,8477365,D,3,161,188,2561,2588
2024,2024020057,away,8477365,D,3,319,370,2719,2770
2024,2024020057,away,8477365,D,3,523,579,2923,2979
2024,2024020057,away,8477365,D,3,656,702,3056,3102
2024,2024020057,away,8477365,D,3,779,828,3179,3228
2024,2024020057,away,8477365,D,3,897,950,3297,3350
2024,2024020057,away,8477365,D,3,1042,1073,3442,3473
